,,taxonID,scientificName,plotID,Easting,Northing,indvidualID,pointID,stem_distance,stem_azimuth,basalDiameter_cm,90degBasalDiameter_cm,diameterBreastHeight_cm,diameterBreastHeight_Height_cm,canopyDiameterMax_m,90degCanopyDiameter_m,canopyHeight_VD1,canopyHeight_VD2,stemRemarks,unknownID,stemStatus,canopyForm,living_percent,canopyInPlot_percent,healthStatus,materialSampleID,qf_DBH,qf_stemMap
475,475,CADE27,Calocedrus decurrens,SOAP95,298695.2,4100855.6,738,center,9.2,311.8,0,0,0.9,10,0.4,0.3,0.6,0,,301,NA,,100,100,,,0,0
476,476,CADE27,Calocedrus decurrens,SOAP95,298695.4,4100856.3,739,center,9.5,315.5,0,0,2.3,10,0.8,0.7,1.1,0,,302,NA,,100,100,,,0,0
477,477,CADE27,Calocedrus decurrens,SOAP187,297534.8,4100556.6,273,center,7,10.6,0,0,1.9,130,0.9,1,1.6,0,,627,NA,,0,100,dead w branches,,0,0
478,478,CADE27,Calocedrus decurrens,SOAP63,299815.9,4101028.6,861,center,5.8,18.6,0,0,9,130,2.3,2,1.4,-3.1,,171,NA,,100,100,,,0,0
479,479,CADE27,Calocedrus decurrens,SOAP43,297058.4,4100714.7,573,center,9,189.9,0,0,10.3,130,2.9,2.9,3.2,-1.5,,12,NA,,100,100,,,0,0
480,480,CADE27,Calocedrus decurrens,SOAP187,297530.1,4100544.3,236,center,6.4,213.1,0,0,3.7,130,0.7,0.8,2.8,0,,590,NA,,0,100,dead w branches,,0,1
481,481,CADE27,Calocedrus decurrens,SOAP255,300135,4101387.5,1327,center,12.6,316.6,0,0,2.9,130,1.9,1.8,2.1,0,,794,NA,,100,100,,,0,0
482,482,CADE27,Calocedrus decurrens,SOAP331,297064,4100605,537,center,11.1,54.7,0,0,2.6,10,0.8,0.5,1.2,0,,959,NA,,0,100,dead w branches,,0,0
483,483,CADE27,Calocedrus decurrens,SOAP63,299814.3,4101027.8,865,center,4.7,3.5,0,0,6.5,130,1.9,1.7,0.3,-2.4,,175,NA,,100,100,,,0,0
484,484,CADE27,Calocedrus decurrens,SOAP331,297059.4,4100602.2,499,center,5.7,51.5,0,0,2.2,130,0.4,0.5,1.9,0,,921,NA,,0,100,dead w branches,,0,0
485,485,CADE27,Calocedrus decurrens,SOAP331,297060.1,4100602.4,500,center,6.4,53.1,0,0,3.7,10,0.9,1.1,1.3,0,,922,NA,,100,100,,,0,0
486,486,CADE27,Calocedrus decurrens,SOAP255,300134.9,4101384.7,1332,NW,2,158.7,0,0,3.2,130,1.8,1,2.5,0,,799,NA,,100,100,,,0,0
487,487,CADE27,Calocedrus decurrens,SOAP63,299809.1,4101027.7,910,center,6.8,313.3,0,0,5,130,1.3,1.4,2.7,0,,220,NA,,0,100,dead w branches,,0,0
488,488,CADE27,Calocedrus decurrens,SOAP63,299820.6,4101025.8,884,center,7.1,67.3,0,0,4.9,130,1.5,1,2.9,0,,194,NA,,0,100,dead w branches,,0,0
489,489,CADE27,Calocedrus decurrens,SOAP187,297529.2,4100552.7,218,SW,7.5,29.4,0,0,2.8,10,80,5,134,0,,572,NA,,0,100,dead w branches,,0,0
490,490,CADE27,Calocedrus decurrens,SOAP43,297053.3,4100719,584,center,8.1,235.4,0,0,14,130,6.6,2.8,2.1,-1.5,,23,NA,,100,100,leaner,,0,0
491,491,CADE27,Calocedrus decurrens,SOAP95,298693.6,4100858.2,742,center,12.1,315.9,0,0,1.2,130,0.3,0.3,0.8,0,,305,NA,,100,100,,,0,0
492,492,CADE27,Calocedrus decurrens,SOAP63,299823.5,4101030.6,875,center,12.1,51.5,0,0,2.5,10,0.8,0.6,0.9,0,,185,NA,,0,100,dead w branches,,0,1
493,493,CADE27,Calocedrus decurrens,SOAP95,298700.6,4100847.3,663,center,2.6,211.9,0,0,8,130,3.2,1.4,2.9,-1.1,leaner,226,NA,,0,100,dead w branches,,0,0
494,494,CADE27,Calocedrus decurrens,SOAP95,298700.3,4100858.2,745,center,8.9,349.1,0,0,1.1,10,0.4,0.5,0.7,0,,308,NA,,100,100,,,0,0
495,495,CADE27,Calocedrus decurrens,SOAP95,298708,4100851.4,705,center,6.3,72.4,0,0,4.3,130,1.3,1.4,3.3,0,,268,NA,,100,100,,,0,0
496,496,CADE27,Calocedrus decurrens,SOAP331,297050.7,4100598.1,430,center,4.3,262.7,0,0,39.8,130,5.3,4.6,16.8,-1.1,,852,NA,,100,100,,,0,0
497,497,CADE27,Calocedrus decurrens,SOAP187,297530.7,4100548.3,213,center,3.2,244.7,0,0,2.4,130,0.9,1.2,1.8,0,,567,NA,,0,100,dead w branches,,0,0
498,498,CADE27,Calocedrus decurrens,SOAP331,297063.9,4100600.6,512,center,9.2,77.7,0,0,3.2,10,1,0.9,1.3,0,,934,NA,,0,100,dead w branches,,0,0
499,499,CADE27,Calocedrus decurrens,SOAP95,298698.4,4100855.9,750,center,7.3,330.7,0,0,1,10,0.4,0.4,0.6,0,,313,NA,,100,100,,,0,0
500,500,CADE27,Calocedrus decurrens,SOAP331,297061.2,4100600,515,center,6.4,77.8,0,0,3.4,10,0.8,1,1,0,,937,NA,,0,100,dead w branches,,0,0
501,501,CADE27,Calocedrus decurrens,SOAP331,297057.4,4100606.7,529,center,8.5,17,0,0,41.7,130,4.8,5.7,17.1,-1.7,,951,NA,,100,100,,,0,0
502,502,CADE27,Calocedrus decurrens,SOAP43,297057.7,4100716.1,569,center,7.8,196.8,0,0,1.2,130,1.8,1.9,1.7,0,,8,NA,,100,100,,,0,0
503,503,CADE27,Calocedrus decurrens,SOAP283,297782.1,4101199.9,54,SE,2.7,322.2,0,0,25.4,130,2.9,3,9.1,0,,817,lower half of canopy dead from fire,NA,NA,NA,NA,NA,0,0
504,504,CADE27,Calocedrus decurrens,SOAP283,297782.5,4101206.2,55,SE,8.5,351.2,0,0,27.6,130,3.8,4,13.8,0,,818,bottom half dead from fire,NA,NA,NA,NA,NA,0,0
505,505,CADE27,Calocedrus decurrens,SOAP283,297780.6,4101206,56,SE,8.8,338.9,0,0,33.5,130,3.5,4,9.1,0,f107,819,bottom 1/3 dead from fire,NA,NA,NA,NA,NA,0,0
506,506,CADE27,Calocedrus decurrens,SOAP187,297539,4100554.5,222,center,7.2,48.7,0,0,3.2,10,3,2,0.6,0,,576,NA,,0,100,dead no branches top snapped,,0,0
507,507,CADE27,Calocedrus decurrens,SOAP187,297530.8,4100550.9,223,SW,7,48,0,0,2.1,10,0.2,0.3,0.9,0,,577,NA,,0,100,dead w branches,,0,0
508,508,CADE27,Calocedrus decurrens,SOAP331,297059.8,4100600,523,center,5,74.2,0,0,1.7,130,0.9,0.9,1.1,0,,945,NA,,0,100,dead w branches,,0,0
509,509,CADE27,Calocedrus decurrens,SOAP187,297526.3,4100552.8,225,SW,6.6,6.3,0,0,78.6,130,6.7,4.1,23.9,-4,,579,NA,,100,100,,,0,0
510,510,CADE27,Calocedrus decurrens,SOAP95,298694.8,4100857.8,760,center,11,319,0,0,1.2,10,0.4,0.3,0.8,0,,323,NA,,100,100,,,0,0
511,511,CADE27,Calocedrus decurrens,SOAP299,297489.2,4100692.5,188,center,8,261.6,0,0,17,130,4,3.6,5.6,-2.7,,827,NA,,100,100,,,0,0
512,512,CADE27,Calocedrus decurrens,SOAP187,297525.3,4100543.4,228,center,10.4,232.4,0,0,1.7,130,0.8,0.9,1.5,0,,582,NA,,0,100,dead w branches,,0,1
513,513,CADE27,Calocedrus decurrens,SOAP187,297537.1,4100557.6,269,center,8.6,24.1,0,0,1.7,10,0.6,0.3,1,0,,623,NA,,0,100,dead w branches,,0,0
514,514,CADE27,Calocedrus decurrens,SOAP331,297060.2,4100591.8,461,center,8.6,142.2,0,0,14,130,3.3,2,4.9,-1.6,,883,NA,,100,100,,,0,0
515,515,CADE27,Calocedrus decurrens,SOAP331,297051.3,4100600.4,542,center,4,295.9,0,0,15.4,130,1.6,1.4,6.1,-1.4,,964,NA,,100,100,,,0,0
516,516,CADE27,Calocedrus decurrens,SOAP63,299815.4,4101021.1,829,center,2.4,145.5,0,0,15,130,0,0,1.9,-1.3,top snapped,139,NA,,0,100,dead w no branches,,0,0
517,517,CADE27,Calocedrus decurrens,SOAP187,297532.4,4100551.4,285,center,2.1,325.9,0,0,1.2,130,0.9,0.8,1.4,0,,639,NA,,0,100,dead w branches,,0,0
518,518,CADE27,Calocedrus decurrens,SOAP331,297059.3,4100604.6,533,center,7.4,36.5,0,0,2,10,0.5,0.4,0.8,0,,955,NA,,0,100,dead w branches,,0,0
519,519,CADE27,Calocedrus decurrens,SOAP43,297069.6,4100713.5,614,center,13.9,136.5,0,0,5.5,130,2.5,1.5,3.1,0,,53,NA,,100,100,,,0,0
520,520,CADE27,Calocedrus decurrens,SOAP331,297056.6,4100591.2,454,center,7.6,167.6,0,0,18.4,130,3.8,3.6,7.2,-1.8,,876,NA,,100,100,,,0,0
521,521,CADE27,Calocedrus decurrens,SOAP187,297529.6,4100542.5,237,center,8.2,208.4,0,0,9.8,130,1.2,1,1.9,-2.6,,591,NA,,0,100,dead w branches,,0,1
522,522,CADE27,Calocedrus decurrens,SOAP331,297058.4,4100590.1,456,center,9.2,157.9,0,0,6.8,130,2.5,2.1,3.1,0,,878,NA,,100,100,,,0,0
523,523,CADE27,Calocedrus decurrens,SOAP187,297534.6,4100555.7,279,center,6.1,10.4,0,0,1.3,10,0.4,0.3,0.6,0,,633,NA,,0,100,dead w branches,,0,0
524,524,CADE27,Calocedrus decurrens,SOAP187,297530.9,4100540.7,240,center,9.4,196.1,0,0,14.3,130,2.9,2.4,4.1,-2.2,,594,NA,,100,100,,,0,1
525,525,CADE27,Calocedrus decurrens,SOAP187,297530.9,4100540.5,241,center,9.6,196.2,0,0,9.3,130,2.7,2.5,4.4,-0.5,,595,NA,,100,100,,,0,1
526,526,CADE27,Calocedrus decurrens,SOAP331,297052.9,4100601.6,540,center,3.6,325.7,0,0,13.9,130,1.5,1.5,5.5,-1.5,,962,NA,,100,100,all but top dead,,0,0
527,527,CADE27,Calocedrus decurrens,SOAP331,297052.8,4100595.5,434,center,3.8,214.4,0,0,18.5,130,2.6,2.6,6.7,-1.5,,856,NA,,100,100,,,0,0
528,528,CADE27,Calocedrus decurrens,SOAP187,297534.7,4100551.5,257,center,2.1,32.8,0,0,4,10,1.1,0.8,1.5,0,,611,NA,,0,100,dead w branches,,0,0
529,529,CADE27,Calocedrus decurrens,SOAP187,297536.3,4100552.4,258,center,3.9,45.5,0,0,1.9,10,0.5,0.4,0.9,0,,612,NA,,0,100,dead w branches,,0,0
530,530,CADE27,Calocedrus decurrens,SOAP187,297538.3,4100553.2,259,center,5.9,53.5,0,0,4,10,0.9,0.8,0.9,0,,613,NA,,0,100,dead w branches,,0,0
531,531,CADE27,Calocedrus decurrens,SOAP43,297050.4,4100714.4,585,center,13.3,226.4,0,0,1.4,130,1.3,1.3,1.8,0,,24,NA,,100,100,,,0,0
532,532,CADE27,Calocedrus decurrens,SOAP187,297531.8,4100554.7,288,center,5.3,340.3,0,0,1.9,10,0.4,0.5,0.7,0,,642,NA,,0,100,dead w branches,,0,0
533,533,CADE27,Calocedrus decurrens,SOAP43,297050.7,4100711.3,587,SW,1,79.2,0,0,8.9,130,1.5,1.3,2.2,-1.3,,26,NA,,0,100,dead w branches top snapped,,0,0
534,534,CADE27,Calocedrus decurrens,SOAP331,297048.1,4100605.5,549,center,9.7,314.9,0,0,6.4,130,1.4,1,3,-1.3,,971,NA,,100,100,,,0,0
535,535,CADE27,Calocedrus decurrens,SOAP43,297050.8,4100718.6,588,SW,7.6,8.7,0,0,15,130,4,2.2,4.3,-1.6,,27,NA,,100,100,leaner,,0,0
536,536,CADE27,Calocedrus decurrens,SOAP43,297065.2,4100722.1,591,center,5.4,106,0,0,4.5,130,1.1,1.2,1.9,0,,30,NA,,100,100,leaner,,0,0
537,537,CADE27,Calocedrus decurrens,SOAP331,297049.7,4100595.5,431,center,6.1,238.9,0,0,13.9,130,3,2.3,5.9,-1.4,,853,NA,,100,100,,,0,0
538,538,CADE27,Calocedrus decurrens,SOAP331,297053.2,4100595.7,432,center,3.4,211.7,0,0,12.1,130,1.9,1.1,2,-1.4,,854,NA,,0,100,dead w branches,,0,0
539,539,CADE27,Calocedrus decurrens,SOAP43,297065.6,4100723.3,594,center,5.6,92.6,0,0,5.3,130,2.2,2.7,3.2,0,,33,NA,,100,100,,,0,0
540,540,CADE27,Calocedrus decurrens,SOAP95,298710.9,4100855.9,722,center,10.9,54.2,0,0,1,10,0.5,0.3,0.8,0,,285,NA,,0,100,dead w branches,,0,0
541,541,CADE27,Calocedrus decurrens,SOAP187,297536.8,4100557.7,270,center,8.6,22,0,0,1.4,130,1,0.8,1.6,0,,624,NA,,0,100,dead w branches,,0,0
542,542,CADE27,Calocedrus decurrens,SOAP43,297067.4,4100717.6,610,center,9.5,129,0,0,6.8,130,1.9,1.8,2.1,-1.4,,49,NA,,100,100,,,0,0
543,543,CADE27,Calocedrus decurrens,SOAP95,298713.2,4100854.9,712,NE,3.6,191.6,0,0,3.8,130,3.1,1.4,2.5,-1,,275,NA,,100,100,leaner,,0,1
544,544,CADE27,Calocedrus decurrens,SOAP187,297538.4,4100551.3,260,center,5.1,71.8,0,0,3.8,10,0.9,0.7,1,0,,614,NA,,0,100,dead w branches,,0,0
545,545,CADE27,Calocedrus decurrens,SOAP187,297538.5,4100551.4,261,center,5.2,70.6,0,0,1.7,10,0.6,0.5,0.8,0,,615,NA,,0,100,dead w branches,,0,0
546,546,CADE27,Calocedrus decurrens,SOAP187,297539.8,4100552.2,262,center,6.7,68.5,0,0,2.8,10,0.6,0.6,1.3,0,,616,NA,,0,100,dead w branches,,0,0
547,547,CADE27,Calocedrus decurrens,SOAP187,297541,4100553.4,263,center,8.3,63.3,0,0,5.1,10,1.3,0.9,1.1,0,,617,NA,,0,100,dead w branches,,0,0
548,548,CADE27,Calocedrus decurrens,SOAP331,297051.6,4100593,442,SW,8.1,56.3,0,0,22,130,2.9,3.8,8.5,-1.7,,864,NA,,100,100,,,0,0
549,549,CADE27,Calocedrus decurrens,SOAP187,297539.3,4100559.1,265,center,11,31.4,0,0,3.1,130,1.1,1.3,1.8,0,,619,NA,,0,100,dead w branches,,0,0
550,550,CADE27,Calocedrus decurrens,SOAP187,297538.3,4100556.6,266,center,8.4,34.6,0,0,6.4,130,1,1.3,3.3,0,,620,NA,,0,100,dead w branches,,0,0
551,551,CADE27,Calocedrus decurrens,SOAP95,298706.5,4100847.5,681,center,4.9,114,0,0,5.8,130,0.6,0.5,1.8,0,,244,NA,,0,100,dead leaner w few branches,,0,0
552,552,CADE27,Calocedrus decurrens,SOAP95,298693.8,4100859.3,762,center,12.8,320.3,0,0,1.2,10,0.4,0.4,0.8,0,,325,NA,,100,100,,,0,1
553,553,CADE27,Calocedrus decurrens,SOAP331,297059.7,4100591.7,460,center,8.4,145.5,0,0,5.1,130,1,1.1,2.4,0,,882,NA,,0,100,dead w branches,,0,0
554,554,CADE27,Calocedrus decurrens,SOAP331,297058.8,4100603.2,501,center,6,39.9,0,0,7.3,130,1.8,1.5,1.7,-1.6,,923,NA,,100,100,,,0,0
555,555,CADE27,Calocedrus decurrens,SOAP187,297533.5,4100551.2,283,center,1.5,357.2,0,0,3.3,10,0.7,0.5,0.9,0,,637,NA,,0,100,dead w branches,,0,0
556,556,CADE27,Calocedrus decurrens,SOAP95,298697.3,4100854.8,736,center,7.1,318.3,0,0,1.7,10,0.8,0.7,1,0,,299,NA,,100,100,,,0,0
557,557,CADE27,Calocedrus decurrens,SOAP63,299819.7,4101032.3,870,center,10.8,31.3,0,0,14.5,130,3.3,3.1,1.5,-5.1,,180,NA,,100,100,,,0,0
558,558,CADE27,Calocedrus decurrens,SOAP187,297534.6,4100556.5,274,center,6.9,9.1,0,0,1.8,130,1,1,1.3,0,,628,NA,,0,100,dead w branches,,0,0
559,559,CADE27,Calocedrus decurrens,SOAP95,298705.6,4100843.9,687,center,6.6,147.6,0,0,5.5,130,2,1,1.6,0,,250,NA,,0,100,dead w branches leaner,,0,0
560,560,CADE27,Calocedrus decurrens,SOAP43,297058.1,4100715.1,572,center,8.7,192.4,0,0,0.9,10,1,1,1,0,,11,NA,,100,100,,,0,0
561,561,CADE27,Calocedrus decurrens,SOAP187,297535.8,4100555.6,277,center,6.3,20.5,0,0,1.5,130,1,1,1.6,0,,631,NA,,0,100,dead w branches,,0,0
562,562,CADE27,Calocedrus decurrens,SOAP95,298700.4,4100852,732,center,3,327.6,0,0,17,130,5.9,3.6,2.8,-1.7,,295,NA,,100,100,extreme leaner,,0,0
563,563,CADE27,Calocedrus decurrens,SOAP331,297061,4100604.1,536,center,8.2,47.9,0,0,5.9,130,1.4,1.5,2.4,0,,958,NA,,100,100,,,0,0
564,564,CADE27,Calocedrus decurrens,SOAP331,297057.3,4100592,458,center,7,160.7,0,0,16.5,130,2.6,2.8,6.7,-1.7,,880,NA,,100,100,,,0,0
565,565,CADE27,Calocedrus decurrens,SOAP331,297058.4,4100592.9,459,center,6.7,148.9,0,0,18,130,3.4,3.2,6.7,-1.8,,881,NA,,100,100,,,0,0
566,566,CADE27,Calocedrus decurrens,SOAP95,298699.3,4100848.3,666,center,3,246.7,0,0,9.6,130,1.7,1.1,3.9,-1.1,,229,NA,,0,100,dead w branches,,0,0
567,567,CADE27,Calocedrus decurrens,SOAP331,297064.2,4100598.2,474,center,9.3,92.2,0,0,1.5,10,0.4,0.3,0.6,0,,896,NA,,100,100,,,0,0
568,568,CADE27,Calocedrus decurrens,SOAP187,297533.4,4100556.9,297,center,7.2,358.8,0,0,1.5,130,0.5,0.5,1.3,0,,651,NA,,0,100,dead w branches,,0,0
569,569,CADE27,Calocedrus decurrens,SOAP43,297058.1,4100730.6,636,center,7.3,345.1,0,0,10.1,130,2.9,2,3,-1.3,,75,NA,,100,100,,,0,0
570,570,CADE27,Calocedrus decurrens,SOAP187,297533.5,4100557.4,299,center,7.7,359.8,0,0,2.5,10,0.4,0.5,0.9,0,,653,NA,,0,100,dead w branches,,0,0
571,571,CADE27,Calocedrus decurrens,SOAP43,297054.5,4100722.4,583,center,5.6,257.6,0,0,32.4,130,18.1,3.2,3.3,0,,22,NA,,100,50,extreme leaner prob not live long hard to measure,,0,0
572,572,CADE27,Calocedrus decurrens,SOAP43,297067.1,4100720.6,599,center,7.7,113,0,0,6.7,130,1.4,1,3,0,,38,NA,,0,100,dead w branches,,0,0
573,573,CADE27,Calocedrus decurrens,SOAP43,297050.6,4100711.2,586,SW,0.9,79.9,0,0,14.2,130,1.7,1.2,2.1,-1.4,,25,NA,,0,100,dead w branches top snapped,,0,0
574,574,CADE27,Calocedrus decurrens,SOAP187,297532.5,4100555.2,290,center,5.6,348.8,0,0,1.3,10,0.4,0.4,0.5,0,,644,NA,,0,100,dead w branches,,0,0
575,575,CADE27,Calocedrus decurrens,SOAP187,297525.9,4100560.6,304,NW,2,115.6,0,0,2.7,10,0.7,0.8,1,0,,658,NA,,100,100,,,0,0
576,576,CADE27,Calocedrus decurrens,SOAP187,297532.8,4100555.2,291,center,5.5,352.2,0,0,1.9,10,0.5,0.4,0.9,0,,645,NA,,0,100,dead w branches,,0,0
577,577,CADE27,Calocedrus decurrens,SOAP331,297047.7,4100605.5,550,center,10,313.5,0,0,7.8,130,0.9,0.8,3.5,-1,,972,NA,,0,100,dead w few branches,,0,0
578,578,CADE27,Calocedrus decurrens,SOAP43,297065.5,4100722.5,593,center,5.6,101.1,0,0,2.8,10,0.4,0.5,0.8,0,,32,NA,,100,100,,,0,0
579,579,CADE27,Calocedrus decurrens,SOAP187,297538.1,4100556.4,267,center,8.1,34.5,0,0,1.7,10,0.4,0.3,1.1,0,,621,NA,,0,100,dead w branches,,0,0
580,580,CADE27,Calocedrus decurrens,SOAP95,298694,4100858.9,761,center,12.4,319.6,0,0,0.8,10,0.3,0.3,0.6,0,,324,NA,,100,100,,,0,0
581,581,CADE27,Calocedrus decurrens,SOAP991,299147.2,4101472.6,947,center,7.9,173.2,0,0,1.8,10,0.6,0.4,0.7,0,,1023,NA,,100,100,,,0,0
582,582,CADE27,Calocedrus decurrens,SOAP187,297528.2,4100558.3,302,center,10.1,328.3,0,0,1.7,10,0.7,0.4,0.8,0,,656,NA,,100,100,,,0,0
583,583,CADE27,Calocedrus decurrens,SOAP187,297529,4100553.9,217,SW,8.4,24.1,0,0,4.8,10,1.1,1,1.6,0,,571,NA,,0,100,dead w branches,,0,0
584,584,CADE27,Calocedrus decurrens,SOAP95,298698.3,4100846.1,714,center,5,227.3,0,0,13.9,130,3.7,3.3,5.6,-0.5,,277,NA,,100,100,,,0,0
585,585,CADE27,Calocedrus decurrens,SOAP187,297529.7,4100552.3,219,SW,7.4,34.4,0,0,2.5,10,0.5,0.6,1.3,0,,573,NA,,0,100,dead w branches,,0,0
586,586,CADE27,Calocedrus decurrens,SOAP43,297067.8,4100718.6,604,center,9.3,122.4,0,0,3.8,130,1.8,1.5,2.5,0,,43,NA,,100,100,,,0,0
587,587,CADE27,Calocedrus decurrens,SOAP63,299818.5,4101014.2,848,SE,5.3,270.9,0,0,12.3,130,3.2,2.4,3.9,-2.1,,158,NA,,100,100,,,0,0
588,588,CADE27,Calocedrus decurrens,SOAP331,297062.6,4100606.4,534,center,10.9,44.6,0,0,8.4,130,1.9,1.6,2.6,-2,,956,NA,,100,100,,,0,0
589,589,CADE27,Calocedrus decurrens,SOAP43,297055.1,4100727.3,644,center,6.2,307.3,0,0,11,130,2.8,2.8,4.8,-1.1,,83,NA,,100,100,leaner,,0,0
590,590,CADE27,Calocedrus decurrens,SOAP187,297533.6,4100554.4,282,center,4.7,0.5,0,0,2,10,0.3,0.3,0.7,0,,636,NA,,0,100,dead w branches,,0,0
591,591,CADE27,Calocedrus decurrens,SOAP95,298700.3,4100843.7,679,center,6,196.6,0,0,1.4,130,1,0.8,1.5,0,,242,NA,,0,100,dead w branches,,0,0
592,592,CADE27,Calocedrus decurrens,SOAP187,297534.3,4100555.6,280,center,5.9,7.7,0,0,1.5,10,0.4,0.3,0.5,0,,634,NA,,0,100,dead w branches,,0,0
593,593,CADE27,Calocedrus decurrens,SOAP331,297054.6,4100599.3,539,center,0.8,337.8,0,0,16.9,130,3.1,2.6,6.9,-1.7,,961,NA,,100,100,,,0,0
594,594,CADE27,Calocedrus decurrens,SOAP43,297069.1,4100722.4,597,center,9.2,97.7,0,0,1.8,10,0.5,0.4,0.8,0,,36,NA,,0,100,dead w branches,,0,0
595,595,CADE27,Calocedrus decurrens,SOAP331,297060.3,4100601.8,519,center,6.2,59.2,0,0,2.8,10,0.7,0.3,1,0,,941,NA,,0,100,dead w branches,,0,0
596,596,CADE27,Calocedrus decurrens,SOAP187,297534.2,4100551.1,256,center,1.5,23.7,0,0,2.4,10,0.8,0.5,1,0,,610,NA,,0,100,dead w branches,,0,0
597,597,CADE27,Calocedrus decurrens,SOAP43,297054,4100718.9,582,center,7.6,232,0,0,12.2,130,2.1,3.4,1.6,-1.4,,21,NA,,0,100,dead w branches leaning,,0,0
598,598,CADE27,Calocedrus decurrens,SOAP95,298702.8,4100841.2,690,center,8.3,174.4,0,0,11.9,130,3.1,2.4,6.5,-0.2,,253,NA,,100,100,,,0,0
599,599,CADE27,Calocedrus decurrens,SOAP187,297535.1,4100555.2,278,center,5.7,16,0,0,1.5,130,0.7,1,1.5,0,,632,NA,,0,100,dead w branches,,0,0
600,600,CADE27,Calocedrus decurrens,SOAP331,297060.1,4100601.2,520,center,5.8,63.6,0,0,3.5,130,1.5,1.6,1.9,0,,942,NA,,100,100,,,0,0
601,601,CADE27,Calocedrus decurrens,SOAP95,298697.5,4100856.9,756,center,8.7,328.7,0,0,0.8,10,0.5,0.3,0.6,0,,319,NA,,100,100,,,0,0
602,602,CADE27,Calocedrus decurrens,SOAP43,297057.4,4100720.8,564,center,3.8,222,0,0,37.8,130,6.3,6.6,15.7,-2.1,,3,NA,,100,100,,,0,0
603,603,CADE27,Calocedrus decurrens,SOAP95,298697.7,4100857.5,749,center,9.1,331.5,0,0,3.7,10,1.2,1,1.3,0,,312,NA,,100,100,,,0,0
604,604,CADE27,Calocedrus decurrens,SOAP63,299815.8,4101014.8,824,center,8.5,168,0,0,7.9,130,2.4,1.9,3.1,-1.9,,134,NA,,0,100,dead w branches,,0,0
605,605,CADE27,Calocedrus decurrens,SOAP331,297049,4100606,552,center,9.5,321,0,0,37.1,130,4.6,4.4,12.1,-1.1,,974,NA,,100,100,,,0,0
606,606,CADE27,Calocedrus decurrens,SOAP95,298693.6,4100845.2,671,SW,6.2,12.4,0,0,12.5,130,3.2,5.6,1.3,-3,,234,NA,,100,100,extreme leaner,,0,0
607,607,CADE27,Calocedrus decurrens,SOAP95,298688,4100847.7,748,center,14.1,262.5,0,0,1.4,10,0.6,0.5,0.9,0,,311,NA,,100,100,,,0,1
608,608,CADE27,Calocedrus decurrens,SOAP95,298693.8,4100843.6,672,SW,4.7,18.5,0,0,10.7,130,5.8,2.3,2.2,0,,235,NA,,100,100,extreme leaner,,0,0
609,609,CADE27,Calocedrus decurrens,SOAP95,298694.5,4100842.2,673,SW,3.8,36.1,0,0,4.5,130,0,0,1.4,0,,236,NA,,0,100,dead w no branches top snapped,,0,0
610,610,CADE27,Calocedrus decurrens,SOAP95,298706.3,4100849.8,674,center,4.3,86.2,0,0,21,130,0,0,1.7,-2,,237,NA,,0,100,dead w no branches top snapped,,0,0
611,611,CADE27,Calocedrus decurrens,SOAP331,297059.7,4100600.6,521,center,5.2,67.1,0,0,2,10,0.5,0.7,0.8,0,,943,NA,,0,100,dead w branches,,0,0
612,612,CADE27,Calocedrus decurrens,SOAP95,298700.1,4100843,677,center,6.8,196.7,0,0,14.7,130,2.7,1.5,8.3,-0.5,,240,NA,,100,100,,,0,0
613,613,CADE27,Calocedrus decurrens,SOAP43,297052.1,4100718.9,589,SW,8.2,17.3,0,0,10.5,130,3.6,1.8,4.3,-1.7,,28,NA,,100,100,,,0,0
614,614,CADE27,Calocedrus decurrens,SOAP95,298697,4100858.4,758,center,10.2,330.6,0,0,0.9,10,0.4,0.3,0.6,0,,321,NA,,100,100,,,0,0
615,615,CADE27,Calocedrus decurrens,SOAP95,298697.1,4100855.5,757,center,7.8,320.5,0,0,1.4,10,0.5,0.4,1,0,,320,NA,,100,100,,,0,0
616,616,CADE27,Calocedrus decurrens,SOAP95,298703.4,4100849.6,680,center,1.4,87.8,0,0,15.9,130,4.5,2.7,6.6,-0.9,,243,NA,,100,100,leaner roots in m2 leans into m3,,0,0
617,617,CADE27,Calocedrus decurrens,SOAP43,297056.2,4100714.2,574,center,10.1,202.2,0,0,6.8,130,2.7,1.4,1.4,0,,13,NA,,100,100,badly leaning,,0,0
618,618,CADE27,Calocedrus decurrens,SOAP255,300143.7,4101385.6,1307,center,7.3,0.2,0,0,2.4,10,0.9,0.8,1.3,0,,774,NA,,100,100,,,0,0
619,619,CADE27,Calocedrus decurrens,SOAP95,298712.8,4100853.1,710,NE,5.5,191.9,0,0,3.7,130,0.9,0.8,2.4,0,,273,NA,,0,100,dead w branches,,0,1
620,620,CADE27,Calocedrus decurrens,SOAP187,297535,4100555.8,276,center,6.3,13.4,0,0,1.3,10,0.4,0.4,0.7,0,,630,NA,,0,100,dead w branches,,0,0
621,621,CADE27,Calocedrus decurrens,SOAP187,297534,4100556.9,281,center,7.2,3.4,0,0,3.5,10,0.8,0.7,1,0,,635,NA,,0,100,dead w branches,,0,0
622,622,CADE27,Calocedrus decurrens,SOAP95,298696.7,4100858.1,759,center,10.1,327.9,0,0,1,10,0.4,0.4,0.6,0,,322,NA,,100,100,,,0,0
